0x0	[0x0, nil]
0x143c0x1393	[0x143c, nil]
0x143d0x1393	[0x143d, nil]
0x143e0x1393	[0x143e, nil]
0x143f0x1393	[0x143f, nil]
0x14400x1393	[0x1440, nil]
0x14410x1393	[0x1441, nil]
0x14420x1393	[0x1442, nil]
0x14430x1393	[0x1443, nil]
0x14440x1393	[0x1444, nil]
0x14450x1393	[0x1445, nil]
0x14480x1393	[0x1448, nil]
0x14270x1f5f	[0x1427, nil]
0x14290x1f5f	[0x1429, nil]
0x142a0x1f5f	[0x142a, nil]
0x142b0x1f5f	[0x142b, nil]
0x142c0x1f5f	[0x142c, nil]
0x142d0x1f5f	[0x142d, nil]
0x142e0x1f5f	[0x142e, nil]
0x142f0x1f5f	[0x142f, nil]
0x14320x1f5f	[0x1432, nil]
0x14330x1f5f	[0x1433, nil]
0x14340x1f5f	[0x1434, nil]
0x14360x1f5f	[0x1436, nil]
0x14370x1f5f	[0x1437, nil]
0x14380x1f5f	[0x1438, nil]
0x14390x1f5f	[0x1439, nil]
0x143a0x1f5f	[0x143a, nil]
0x143b0x1f5f	[0x143b, nil]
0x143c0x1f5f	[0x143c, nil]
0x143d0x1f5f	[0x143d, nil]
0x143e0x1f5f	[0x143e, nil]
0x143f0x1f5f	[0x143f, nil]
0x14400x1f5f	[0x1440, nil]
0x14410x1f5f	[0x1441, nil]
0x14420x1f5f	[0x1442, nil]
0x14430x1f5f	[0x1443, nil]
0x14440x1f5f	[0x1444, nil]
0x14450x1f5f	[0x1445, nil]
0x14480x1f5f	[0x1448, nil]
0x144a0x1393	[0x144a, nil]
0x144c0x1393	[0x144c, nil]
0x144d0x1393	[0x144d, nil]
0x144e0x1393	[0x144e, nil]
0x144f0x1393	[0x144f, nil]
0x14510x1393	[0x1451, nil]
0x144a0x1f5f	[0x144a, nil]
0x144c0x1f5f	[0x144c, nil]
0x144d0x1f5f	[0x144d, nil]
0x144e0x1f5f	[0x144e, nil]
0x144f0x1f5f	[0x144f, nil]
0x14510x1f5f	[0x1451, nil]
0x151e0x1472	[0x151e, nil]
0x151f0x1472	[0x151f, nil]
0x15200x1472	[0x1520, nil]
0x15220x1472	[0x1522, nil]
0x15230x1472	[0x1523, nil]
0x15240x1472	[0x1524, nil]
0x15250x1472	[0x1525, nil]
0x15260x1472	[0x1526, nil]
0x15290x1472	[0x1529, nil]
0x151e0x1bc1	[0x151e, nil]
0x151f0x1bc1	[0x151f, nil]
0x15200x1bc1	[0x1520, nil]
0x15220x1bc1	[0x1522, nil]
0x15230x1bc1	[0x1523, nil]
0x15240x1bc1	[0x1524, nil]
0x15250x1bc1	[0x1525, nil]
0x15260x1bc1	[0x1526, nil]
0x15290x1bc1	[0x1529, nil]
0x1d9c0x1cfd	[0x1d9c, nil]
0x1d9e0x1cfd	[0x1d9e, nil]
0x1d9f0x1cfd	[0x1d9f, nil]
0x1da00x1cfd	[0x1da0, nil]
0x1da10x1cfd	[0x1da1, nil]
0x1db60x1cfd	[0x1db6, nil]
0x1db70x1cfd	[0x1db7, nil]
0x1dba0x1cfd	[0x1dba, nil]
0x1f560x1f0c	[0x1f56, nil]
0x1f570x1f0c	[0x1f57, nil]
0x1f560x41bb	[0x1f56, nil]
0x1f570x41bb	[0x1f57, nil]
0x1f590x1f0c	[0x1f59, nil]
0x1f5a0x1f0c	[0x1f5a, nil]
0x1f5b0x1f0c	[0x1f5b, nil]
0x1f5c0x1f0c	[0x1f5c, nil]
0x1f5d0x1f0c	[0x1f5d, nil]
0x1f5e0x1f0c	[0x1f5e, nil]
0x1f590x41bb	[0x1f59, nil]
0x1f5a0x41bb	[0x1f5a, nil]
0x1f5b0x41bb	[0x1f5b, nil]
0x1f5c0x41bb	[0x1f5c, nil]
0x1f5d0x41bb	[0x1f5d, nil]
0x1f5e0x41bb	[0x1f5e, nil]
0x1f590x442e	[0x1f59, nil]
0x1f5a0x442e	[0x1f5a, nil]
0x1f5b0x442e	[0x1f5b, nil]
0x1f5c0x442e	[0x1f5c, nil]
0x1f5d0x442e	[0x1f5d, nil]
0x1f5e0x442e	[0x1f5e, nil]
0x21730x20f9	[0x2173, nil]
0x21740x20f9	[0x2174, nil]
0x21750x20f9	[0x2175, nil]
0x21760x20f9	[0x2176, nil]
0x21770x20f9	[0x2177, nil]
0x21780x20f9	[0x2178, nil]
0x21790x20f9	[0x2179, nil]
0x21730x3dc3	[0x2173, nil]
0x21740x3dc3	[0x2174, nil]
0x21750x3dc3	[0x2175, nil]
0x21760x3dc3	[0x2176, nil]
0x21770x3dc3	[0x2177, nil]
0x21780x3dc3	[0x2178, nil]
0x21790x3dc3	[0x2179, nil]
0x220c0x21f1	[0x220c, nil]
0x220e0x21f1	[0x220e, nil]
0x220f0x21f1	[0x220f, nil]
0x22100x21f1	[0x2210, nil]
0x22110x21f1	[0x2211, nil]
0x22260x21f1	[0x2226, nil]
0x22270x21f1	[0x2227, nil]
0x22280x21f1	[0x2228, nil]
0x222b0x21f1	[0x222b, nil]
0x22650x21f1	[0x2265, nil]
0x22670x21f1	[0x2267, nil]
0x22680x21f1	[0x2268, nil]
0x22690x21f1	[0x2269, nil]
0x226a0x21f1	[0x226a, nil]
0x227f0x21f1	[0x227f, nil]
0x22800x21f1	[0x2280, nil]
0x22810x21f1	[0x2281, nil]
0x22820x21f1	[0x2282, nil]
0x22850x21f1	[0x2285, nil]
0x26180x21f1	[0x2618, nil]
0x261a0x21f1	[0x261a, nil]
0x261d0x21f1	[0x261d, nil]
0x261e0x21f1	[0x261e, nil]
0x26210x21f1	[0x2621, nil]
0x26180x220b	[0x2618, nil]
0x261a0x220b	[0x261a, nil]
0x261d0x220b	[0x261d, nil]
0x261e0x220b	[0x261e, nil]
0x26210x220b	[0x2621, nil]
0x26230x21f1	[0x2623, nil]
0x26240x21f1	[0x2624, nil]
0x26270x21f1	[0x2627, nil]
0x26230x220b	[0x2623, nil]
0x26240x220b	[0x2624, nil]
0x26270x220b	[0x2627, nil]
0x26230x2617	[0x2623, nil]
0x26240x2617	[0x2624, nil]
0x26270x2617	[0x2627, nil]
0x26290x21f1	[0x2629, nil]
0x263e0x21f1	[0x263e, nil]
0x263f0x21f1	[0x263f, nil]
0x26400x21f1	[0x2640, nil]
0x26410x21f1	[0x2641, nil]
0x26440x21f1	[0x2644, nil]
0x26290x220b	[0x2629, nil]
0x263e0x220b	[0x263e, nil]
0x263f0x220b	[0x263f, nil]
0x26400x220b	[0x2640, nil]
0x26410x220b	[0x2641, nil]
0x26440x220b	[0x2644, nil]
0x26290x2617	[0x2629, nil]
0x263e0x2617	[0x263e, nil]
0x263f0x2617	[0x263f, nil]
0x26400x2617	[0x2640, nil]
0x26410x2617	[0x2641, nil]
0x26440x2617	[0x2644, nil]
0x26460x21f1	[0x2646, nil]
0x26470x21f1	[0x2647, nil]
0x265c0x21f1	[0x265c, nil]
0x265d0x21f1	[0x265d, nil]
0x26620x21f1	[0x2662, nil]
0x26630x21f1	[0x2663, nil]
0x26650x21f1	[0x2665, nil]
0x26660x21f1	[0x2666, nil]
0x26670x21f1	[0x2667, nil]
0x266c0x21f1	[0x266c, nil]
0x266d0x21f1	[0x266d, nil]
0x266f0x21f1	[0x266f, nil]
0x26700x21f1	[0x2670, nil]
0x26710x21f1	[0x2671, nil]
0x26720x21f1	[0x2672, nil]
0x26740x21f1	[0x2674, nil]
0x26750x21f1	[0x2675, nil]
0x26760x21f1	[0x2676, nil]
0x26770x21f1	[0x2677, nil]
0x268c0x21f1	[0x268c, nil]
0x268d0x21f1	[0x268d, nil]
0x268e0x21f1	[0x268e, nil]
0x268f0x21f1	[0x268f, nil]
0x26910x21f1	[0x2691, nil]
0x26920x21f1	[0x2692, nil]
0x26930x21f1	[0x2693, nil]
0x26940x21f1	[0x2694, nil]
0x26950x21f1	[0x2695, nil]
0x26970x21f1	[0x2697, nil]
0x26990x21f1	[0x2699, nil]
0x269a0x21f1	[0x269a, nil]
0x269b0x21f1	[0x269b, nil]
0x269c0x21f1	[0x269c, nil]
0x269d0x21f1	[0x269d, nil]
0x269e0x21f1	[0x269e, nil]
0x269f0x21f1	[0x269f, nil]
0x26a00x21f1	[0x26a0, nil]
0x26a10x21f1	[0x26a1, nil]
0x26a20x21f1	[0x26a2, nil]
0x26a30x21f1	[0x26a3, nil]
0x26a40x21f1	[0x26a4, nil]
0x26a70x21f1	[0x26a7, nil]
0x26460x220b	[0x2646, nil]
0x26470x220b	[0x2647, nil]
0x265c0x220b	[0x265c, nil]
0x265d0x220b	[0x265d, nil]
0x26620x220b	[0x2662, nil]
0x26630x220b	[0x2663, nil]
0x26650x220b	[0x2665, nil]
0x26660x220b	[0x2666, nil]
0x26670x220b	[0x2667, nil]
0x266c0x220b	[0x266c, nil]
0x266d0x220b	[0x266d, nil]
0x266f0x220b	[0x266f, nil]
0x26700x220b	[0x2670, nil]
0x26710x220b	[0x2671, nil]
0x26720x220b	[0x2672, nil]
0x26740x220b	[0x2674, nil]
0x26750x220b	[0x2675, nil]
0x26760x220b	[0x2676, nil]
0x26770x220b	[0x2677, nil]
0x268c0x220b	[0x268c, nil]
0x268d0x220b	[0x268d, nil]
0x268e0x220b	[0x268e, nil]
0x268f0x220b	[0x268f, nil]
0x26910x220b	[0x2691, nil]
0x26920x220b	[0x2692, nil]
0x26930x220b	[0x2693, nil]
0x26940x220b	[0x2694, nil]
0x26950x220b	[0x2695, nil]
0x26970x220b	[0x2697, nil]
0x26990x220b	[0x2699, nil]
0x269a0x220b	[0x269a, nil]
0x269b0x220b	[0x269b, nil]
0x269c0x220b	[0x269c, nil]
0x269d0x220b	[0x269d, nil]
0x269e0x220b	[0x269e, nil]
0x269f0x220b	[0x269f, nil]
0x26a00x220b	[0x26a0, nil]
0x26a10x220b	[0x26a1, nil]
0x26a20x220b	[0x26a2, nil]
0x26a30x220b	[0x26a3, nil]
0x26a40x220b	[0x26a4, nil]
0x26a70x220b	[0x26a7, nil]
0x26460x2617	[0x2646, nil]
0x26470x2617	[0x2647, nil]
0x265c0x2617	[0x265c, nil]
0x265d0x2617	[0x265d, nil]
0x26620x2617	[0x2662, nil]
0x26630x2617	[0x2663, nil]
0x26650x2617	[0x2665, nil]
0x26660x2617	[0x2666, nil]
0x26670x2617	[0x2667, nil]
0x266c0x2617	[0x266c, nil]
0x266d0x2617	[0x266d, nil]
0x266f0x2617	[0x266f, nil]
0x26700x2617	[0x2670, nil]
0x26710x2617	[0x2671, nil]
0x26720x2617	[0x2672, nil]
0x26740x2617	[0x2674, nil]
0x26750x2617	[0x2675, nil]
0x26760x2617	[0x2676, nil]
0x26770x2617	[0x2677, nil]
0x268c0x2617	[0x268c, nil]
0x268d0x2617	[0x268d, nil]
0x268e0x2617	[0x268e, nil]
0x268f0x2617	[0x268f, nil]
0x26910x2617	[0x2691, nil]
0x26920x2617	[0x2692, nil]
0x26930x2617	[0x2693, nil]
0x26940x2617	[0x2694, nil]
0x26950x2617	[0x2695, nil]
0x26970x2617	[0x2697, nil]
0x26990x2617	[0x2699, nil]
0x269a0x2617	[0x269a, nil]
0x269b0x2617	[0x269b, nil]
0x269c0x2617	[0x269c, nil]
0x269d0x2617	[0x269d, nil]
0x269e0x2617	[0x269e, nil]
0x269f0x2617	[0x269f, nil]
0x26a00x2617	[0x26a0, nil]
0x26a10x2617	[0x26a1, nil]
0x26a20x2617	[0x26a2, nil]
0x26a30x2617	[0x26a3, nil]
0x26a40x2617	[0x26a4, nil]
0x26a70x2617	[0x26a7, nil]
0x26aa0x21f1	[0x26aa, nil]
0x26ab0x21f1	[0x26ab, nil]
0x26aa0x220b	[0x26aa, nil]
0x26ab0x220b	[0x26ab, nil]
0x26aa0x2617	[0x26aa, nil]
0x26ab0x2617	[0x26ab, nil]
0x26ad0x21f1	[0x26ad, nil]
0x26ae0x21f1	[0x26ae, nil]
0x26af0x21f1	[0x26af, nil]
0x26b00x21f1	[0x26b0, nil]
0x26b10x21f1	[0x26b1, nil]
0x26b20x21f1	[0x26b2, nil]
0x26b30x21f1	[0x26b3, nil]
0x26b60x21f1	[0x26b6, nil]
0x26ad0x220b	[0x26ad, nil]
0x26ae0x220b	[0x26ae, nil]
0x26af0x220b	[0x26af, nil]
0x26b00x220b	[0x26b0, nil]
0x26b10x220b	[0x26b1, nil]
0x26b20x220b	[0x26b2, nil]
0x26b30x220b	[0x26b3, nil]
0x26b60x220b	[0x26b6, nil]
0x26ad0x2617	[0x26ad, nil]
0x26ae0x2617	[0x26ae, nil]
0x26af0x2617	[0x26af, nil]
0x26b00x2617	[0x26b0, nil]
0x26b10x2617	[0x26b1, nil]
0x26b20x2617	[0x26b2, nil]
0x26b30x2617	[0x26b3, nil]
0x26b60x2617	[0x26b6, nil]
0x26b80x21f1	[0x26b8, nil]
0x26ba0x21f1	[0x26ba, nil]
0x26bb0x21f1	[0x26bb, nil]
0x26bc0x21f1	[0x26bc, nil]
0x26bd0x21f1	[0x26bd, nil]
0x26bf0x21f1	[0x26bf, nil]
0x26b80x220b	[0x26b8, nil]
0x26ba0x220b	[0x26ba, nil]
0x26bb0x220b	[0x26bb, nil]
0x26bc0x220b	[0x26bc, nil]
0x26bd0x220b	[0x26bd, nil]
0x26bf0x220b	[0x26bf, nil]
0x26b80x2617	[0x26b8, nil]
0x26ba0x2617	[0x26ba, nil]
0x26bb0x2617	[0x26bb, nil]
0x26bc0x2617	[0x26bc, nil]
0x26bd0x2617	[0x26bd, nil]
0x26bf0x2617	[0x26bf, nil]
0x26c10x21f1	[0x26c1, nil]
0x26c20x21f1	[0x26c2, nil]
0x26c30x21f1	[0x26c3, nil]
0x26c40x21f1	[0x26c4, nil]
0x26c50x21f1	[0x26c5, nil]
0x26c70x21f1	[0x26c7, nil]
0x26c80x21f1	[0x26c8, nil]
0x26c90x21f1	[0x26c9, nil]
0x26cb0x21f1	[0x26cb, nil]
0x26cc0x21f1	[0x26cc, nil]
0x26cd0x21f1	[0x26cd, nil]
0x26ce0x21f1	[0x26ce, nil]
0x26d10x21f1	[0x26d1, nil]
0x26c10x220b	[0x26c1, nil]
0x26c20x220b	[0x26c2, nil]
0x26c30x220b	[0x26c3, nil]
0x26c40x220b	[0x26c4, nil]
0x26c50x220b	[0x26c5, nil]
0x26c70x220b	[0x26c7, nil]
0x26c80x220b	[0x26c8, nil]
0x26c90x220b	[0x26c9, nil]
0x26cb0x220b	[0x26cb, nil]
0x26cc0x220b	[0x26cc, nil]
0x26cd0x220b	[0x26cd, nil]
0x26ce0x220b	[0x26ce, nil]
0x26d10x220b	[0x26d1, nil]
0x26c10x2617	[0x26c1, nil]
0x26c20x2617	[0x26c2, nil]
0x26c30x2617	[0x26c3, nil]
0x26c40x2617	[0x26c4, nil]
0x26c50x2617	[0x26c5, nil]
0x26c70x2617	[0x26c7, nil]
0x26c80x2617	[0x26c8, nil]
0x26c90x2617	[0x26c9, nil]
0x26cb0x2617	[0x26cb, nil]
0x26cc0x2617	[0x26cc, nil]
0x26cd0x2617	[0x26cd, nil]
0x26ce0x2617	[0x26ce, nil]
0x26d10x2617	[0x26d1, nil]
0x26d40x21f1	[0x26d4, nil]
0x26d50x21f1	[0x26d5, nil]
0x26d40x220b	[0x26d4, nil]
0x26d50x220b	[0x26d5, nil]
0x26d40x2617	[0x26d4, nil]
0x26d50x2617	[0x26d5, nil]
0x26d70x21f1	[0x26d7, nil]
0x26d80x21f1	[0x26d8, nil]
0x26d90x21f1	[0x26d9, nil]
0x26da0x21f1	[0x26da, nil]
0x26db0x21f1	[0x26db, nil]
0x26de0x21f1	[0x26de, nil]
0x26d70x220b	[0x26d7, nil]
0x26d80x220b	[0x26d8, nil]
0x26d90x220b	[0x26d9, nil]
0x26da0x220b	[0x26da, nil]
0x26db0x220b	[0x26db, nil]
0x26de0x220b	[0x26de, nil]
0x26d70x2617	[0x26d7, nil]
0x26d80x2617	[0x26d8, nil]
0x26d90x2617	[0x26d9, nil]
0x26da0x2617	[0x26da, nil]
0x26db0x2617	[0x26db, nil]
0x26de0x2617	[0x26de, nil]
0x26e00x1472	[0x26e0, nil]
0x27010x1472	[0x2701, nil]
0x27020x1472	[0x2702, nil]
0x27030x1472	[0x2703, nil]
0x27040x1472	[0x2704, nil]
0x27050x1472	[0x2705, nil]
0x27060x1472	[0x2706, nil]
0x27090x1472	[0x2709, nil]
0x26e00x1bc1	[0x26e0, nil]
0x27010x1bc1	[0x2701, nil]
0x27020x1bc1	[0x2702, nil]
0x27030x1bc1	[0x2703, nil]
0x27040x1bc1	[0x2704, nil]
0x27050x1bc1	[0x2705, nil]
0x27060x1bc1	[0x2706, nil]
0x27090x1bc1	[0x2709, nil]
0x270c0x1472	[0x270c, nil]
0x270d0x1472	[0x270d, nil]
0x272e0x1472	[0x272e, nil]
0x272f0x1472	[0x272f, nil]
0x27300x1472	[0x2730, nil]
0x27320x1472	[0x2732, nil]
0x27330x1472	[0x2733, nil]
0x27360x1472	[0x2736, nil]
0x27370x1472	[0x2737, nil]
0x273a0x1472	[0x273a, nil]
0x270c0x1bc1	[0x270c, nil]
0x270d0x1bc1	[0x270d, nil]
0x272e0x1bc1	[0x272e, nil]
0x272f0x1bc1	[0x272f, nil]
0x27300x1bc1	[0x2730, nil]
0x27320x1bc1	[0x2732, nil]
0x27330x1bc1	[0x2733, nil]
0x27360x1bc1	[0x2736, nil]
0x27370x1bc1	[0x2737, nil]
0x273a0x1bc1	[0x273a, nil]
0x270c0x26df	[0x270c, nil]
0x270d0x26df	[0x270d, nil]
0x272e0x26df	[0x272e, nil]
0x272f0x26df	[0x272f, nil]
0x27300x26df	[0x2730, nil]
0x27320x26df	[0x2732, nil]
0x27330x26df	[0x2733, nil]
0x27360x26df	[0x2736, nil]
0x27370x26df	[0x2737, nil]
0x273a0x26df	[0x273a, nil]
0x273c0x1472	[0x273c, nil]
0x275d0x1472	[0x275d, nil]
0x275e0x1472	[0x275e, nil]
0x275f0x1472	[0x275f, nil]
0x27600x1472	[0x2760, nil]
0x27630x1472	[0x2763, nil]
0x273c0x1bc1	[0x273c, nil]
0x275d0x1bc1	[0x275d, nil]
0x275e0x1bc1	[0x275e, nil]
0x275f0x1bc1	[0x275f, nil]
0x27600x1bc1	[0x2760, nil]
0x27630x1bc1	[0x2763, nil]
0x273c0x26df	[0x273c, nil]
0x275d0x26df	[0x275d, nil]
0x275e0x26df	[0x275e, nil]
0x275f0x26df	[0x275f, nil]
0x27600x26df	[0x2760, nil]
0x27630x26df	[0x2763, nil]
0x27650x1472	[0x2765, nil]
0x27680x1472	[0x2768, nil]
0x27650x1bc1	[0x2765, nil]
0x27680x1bc1	[0x2768, nil]
0x27650x26df	[0x2765, nil]
0x27680x26df	[0x2768, nil]
0x276c0x1472	[0x276c, nil]
0x276c0x1bc1	[0x276c, nil]
0x276c0x26df	[0x276c, nil]
0x276e0x1472	[0x276e, nil]
0x278f0x1472	[0x278f, nil]
0x27900x1472	[0x2790, nil]
0x27910x1472	[0x2791, nil]
0x27940x1472	[0x2794, nil]
0x276e0x1bc1	[0x276e, nil]
0x278f0x1bc1	[0x278f, nil]
0x27900x1bc1	[0x2790, nil]
0x27910x1bc1	[0x2791, nil]
0x27940x1bc1	[0x2794, nil]
0x276e0x26df	[0x276e, nil]
0x278f0x26df	[0x278f, nil]
0x27900x26df	[0x2790, nil]
0x27910x26df	[0x2791, nil]
0x27940x26df	[0x2794, nil]
0x27970x1472	[0x2797, nil]
0x27980x1472	[0x2798, nil]
0x27990x1472	[0x2799, nil]
0x279a0x1472	[0x279a, nil]
0x279d0x1472	[0x279d, nil]
0x279e0x1472	[0x279e, nil]
0x279f0x1472	[0x279f, nil]
0x27a20x1472	[0x27a2, nil]
0x27970x1bc1	[0x2797, nil]
0x27980x1bc1	[0x2798, nil]
0x27990x1bc1	[0x2799, nil]
0x279a0x1bc1	[0x279a, nil]
0x279d0x1bc1	[0x279d, nil]
0x279e0x1bc1	[0x279e, nil]
0x279f0x1bc1	[0x279f, nil]
0x27a20x1bc1	[0x27a2, nil]
0x27970x26df	[0x2797, nil]
0x27980x26df	[0x2798, nil]
0x27990x26df	[0x2799, nil]
0x279a0x26df	[0x279a, nil]
0x279d0x26df	[0x279d, nil]
0x279e0x26df	[0x279e, nil]
0x279f0x26df	[0x279f, nil]
0x27a20x26df	[0x27a2, nil]
0x27a40x1472	[0x27a4, nil]
0x27a60x1472	[0x27a6, nil]
0x27a70x1472	[0x27a7, nil]
0x27a80x1472	[0x27a8, nil]
0x27a40x1bc1	[0x27a4, nil]
0x27a60x1bc1	[0x27a6, nil]
0x27a70x1bc1	[0x27a7, nil]
0x27a80x1bc1	[0x27a8, nil]
0x27a40x26df	[0x27a4, nil]
0x27a60x26df	[0x27a6, nil]
0x27a70x26df	[0x27a7, nil]
0x27a80x26df	[0x27a8, nil]
0x27aa0x1472	[0x27aa, nil]
0x27cb0x1472	[0x27cb, nil]
0x27cc0x1472	[0x27cc, nil]
0x27cd0x1472	[0x27cd, nil]
0x27d00x1472	[0x27d0, nil]
0x27aa0x1bc1	[0x27aa, nil]
0x27cb0x1bc1	[0x27cb, nil]
0x27cc0x1bc1	[0x27cc, nil]
0x27cd0x1bc1	[0x27cd, nil]
0x27d00x1bc1	[0x27d0, nil]
0x27aa0x26df	[0x27aa, nil]
0x27cb0x26df	[0x27cb, nil]
0x27cc0x26df	[0x27cc, nil]
0x27cd0x26df	[0x27cd, nil]
0x27d00x26df	[0x27d0, nil]
0x27d30x1472	[0x27d3, nil]
0x27d40x1472	[0x27d4, nil]
0x27d50x1472	[0x27d5, nil]
0x27d60x1472	[0x27d6, nil]
0x27d70x1472	[0x27d7, nil]
0x27f80x1472	[0x27f8, nil]
0x27f90x1472	[0x27f9, nil]
0x27fa0x1472	[0x27fa, nil]
0x27fb0x1472	[0x27fb, nil]
0x27fd0x1472	[0x27fd, nil]
0x27fe0x1472	[0x27fe, nil]
0x27ff0x1472	[0x27ff, nil]
0x28000x1472	[0x2800, nil]
0x28010x1472	[0x2801, nil]
0x28040x1472	[0x2804, nil]
0x27d30x1bc1	[0x27d3, nil]
0x27d40x1bc1	[0x27d4, nil]
0x27d50x1bc1	[0x27d5, nil]
0x27d60x1bc1	[0x27d6, nil]
0x27d70x1bc1	[0x27d7, nil]
0x27f80x1bc1	[0x27f8, nil]
0x27f90x1bc1	[0x27f9, nil]
0x27fa0x1bc1	[0x27fa, nil]
0x27fb0x1bc1	[0x27fb, nil]
0x27fd0x1bc1	[0x27fd, nil]
0x27fe0x1bc1	[0x27fe, nil]
0x27ff0x1bc1	[0x27ff, nil]
0x28000x1bc1	[0x2800, nil]
0x28010x1bc1	[0x2801, nil]
0x28040x1bc1	[0x2804, nil]
0x27d30x26df	[0x27d3, nil]
0x27d40x26df	[0x27d4, nil]
0x27d50x26df	[0x27d5, nil]
0x27d60x26df	[0x27d6, nil]
0x27d70x26df	[0x27d7, nil]
0x27f80x26df	[0x27f8, nil]
0x27f90x26df	[0x27f9, nil]
0x27fa0x26df	[0x27fa, nil]
0x27fb0x26df	[0x27fb, nil]
0x27fd0x26df	[0x27fd, nil]
0x27fe0x26df	[0x27fe, nil]
0x27ff0x26df	[0x27ff, nil]
0x28000x26df	[0x2800, nil]
0x28010x26df	[0x2801, nil]
0x28040x26df	[0x2804, nil]
0x28070x1472	[0x2807, nil]
0x28080x1472	[0x2808, nil]
0x28290x1472	[0x2829, nil]
0x282a0x1472	[0x282a, nil]
0x282b0x1472	[0x282b, nil]
0x282d0x1472	[0x282d, nil]
0x282e0x1472	[0x282e, nil]
0x28310x1472	[0x2831, nil]
0x28320x1472	[0x2832, nil]
0x28350x1472	[0x2835, nil]
0x28070x1bc1	[0x2807, nil]
0x28080x1bc1	[0x2808, nil]
0x28290x1bc1	[0x2829, nil]
0x282a0x1bc1	[0x282a, nil]
0x282b0x1bc1	[0x282b, nil]
0x282d0x1bc1	[0x282d, nil]
0x282e0x1bc1	[0x282e, nil]
0x28310x1bc1	[0x2831, nil]
0x28320x1bc1	[0x2832, nil]
0x28350x1bc1	[0x2835, nil]
0x28070x26df	[0x2807, nil]
0x28080x26df	[0x2808, nil]
0x28290x26df	[0x2829, nil]
0x282a0x26df	[0x282a, nil]
0x282b0x26df	[0x282b, nil]
0x282d0x26df	[0x282d, nil]
0x282e0x26df	[0x282e, nil]
0x28310x26df	[0x2831, nil]
0x28320x26df	[0x2832, nil]
0x28350x26df	[0x2835, nil]
0x28370x1472	[0x2837, nil]
0x28380x1472	[0x2838, nil]
0x28390x1472	[0x2839, nil]
0x283b0x1472	[0x283b, nil]
0x283c0x1472	[0x283c, nil]
0x283d0x1472	[0x283d, nil]
0x283e0x1472	[0x283e, nil]
0x28370x1bc1	[0x2837, nil]
0x28380x1bc1	[0x2838, nil]
0x28390x1bc1	[0x2839, nil]
0x283b0x1bc1	[0x283b, nil]
0x283c0x1bc1	[0x283c, nil]
0x283d0x1bc1	[0x283d, nil]
0x283e0x1bc1	[0x283e, nil]
0x28370x26df	[0x2837, nil]
0x28380x26df	[0x2838, nil]
0x28390x26df	[0x2839, nil]
0x283b0x26df	[0x283b, nil]
0x283c0x26df	[0x283c, nil]
0x283d0x26df	[0x283d, nil]
0x283e0x26df	[0x283e, nil]
0x28400x1472	[0x2840, nil]
0x28430x1472	[0x2843, nil]
0x28440x1472	[0x2844, nil]
0x28470x1472	[0x2847, nil]
0x28400x1bc1	[0x2840, nil]
0x28430x1bc1	[0x2843, nil]
0x28440x1bc1	[0x2844, nil]
0x28470x1bc1	[0x2847, nil]
0x28400x26df	[0x2840, nil]
0x28430x26df	[0x2843, nil]
0x28440x26df	[0x2844, nil]
0x28470x26df	[0x2847, nil]
0x33db0x1563	[0x33db, nil]
0x33dd0x1563	[0x33dd, nil]
0x33de0x1563	[0x33de, nil]
0x33df0x1563	[0x33df, nil]
0x33e00x1563	[0x33e0, nil]
0x33e10x1563	[0x33e1, nil]
0x33e20x1563	[0x33e2, nil]
0x33e30x1563	[0x33e3, nil]
0x33e40x1563	[0x33e4, nil]
0x33e70x1563	[0x33e7, nil]
0x33ea0x1563	[0x33ea, nil]
0x33eb0x1563	[0x33eb, nil]
0x33ec0x1563	[0x33ec, nil]
0x340d0x1563	[0x340d, nil]
0x340e0x1563	[0x340e, nil]
0x340f0x1563	[0x340f, nil]
0x34110x1563	[0x3411, nil]
0x34130x1563	[0x3413, nil]
0x34140x1563	[0x3414, nil]
0x34150x1563	[0x3415, nil]
0x34160x1563	[0x3416, nil]
0x34180x1563	[0x3418, nil]
0x341a0x1563	[0x341a, nil]
0x341b0x1563	[0x341b, nil]
0x341c0x1563	[0x341c, nil]
0x341d0x1563	[0x341d, nil]
0x343e0x1563	[0x343e, nil]
0x34400x1563	[0x3440, nil]
0x34410x1563	[0x3441, nil]
0x34420x1563	[0x3442, nil]
0x34430x1563	[0x3443, nil]
0x34440x1563	[0x3444, nil]
0x34450x1563	[0x3445, nil]
0x34460x1563	[0x3446, nil]
0x34470x1563	[0x3447, nil]
0x34480x1563	[0x3448, nil]
0x34490x1563	[0x3449, nil]
0x344b0x1563	[0x344b, nil]
0x344c0x1563	[0x344c, nil]
0x344d0x1563	[0x344d, nil]
0x33ea0x33da	[0x33ea, nil]
0x33eb0x33da	[0x33eb, nil]
0x33ec0x33da	[0x33ec, nil]
0x340d0x33da	[0x340d, nil]
0x340e0x33da	[0x340e, nil]
0x340f0x33da	[0x340f, nil]
0x34110x33da	[0x3411, nil]
0x34130x33da	[0x3413, nil]
0x34140x33da	[0x3414, nil]
0x34150x33da	[0x3415, nil]
0x34160x33da	[0x3416, nil]
0x34180x33da	[0x3418, nil]
0x341a0x33da	[0x341a, nil]
0x341b0x33da	[0x341b, nil]
0x341c0x33da	[0x341c, nil]
0x341d0x33da	[0x341d, nil]
